Date,Region,Ozone_DU,CFC_ppm,Emission_Index
01-04-2022,Andhra Pradesh,355.136546,0.58698989,157.8396712
02-04-2022,Andhra Pradesh,329.3027222,0.535958256,143.4664177
03-04-2022,Andhra Pradesh,290.3095365,0.537481272,146.7014307
04-04-2022,Andhra Pradesh,339.8209874,0.564191835,121.1383787
05-04-2022,Andhra Pradesh,327.5939199,0.492318832,168.9327683
06-04-2022,Andhra Pradesh,329.3491832,0.468605985,168.2268639
07-04-2022,Andhra Pradesh,341.5933907,0.458326009,120.4401827
08-04-2022,Andhra Pradesh,331.3799363,0.412248639,164.0264794
09-04-2022,Andhra Pradesh,337.666432,0.613376825,154.7558708
10-04-2022,Andhra Pradesh,300.7517449,0.45540605,126.2343555
11-04-2022,Andhra Pradesh,318.559504,0.499503787,122.5538337
12-04-2022,Andhra Pradesh,357.2852605,0.496725803,154.1437031
13-04-2022,Andhra Pradesh,333.813853,0.525936803,138.7197554
14-04-2022,Andhra Pradesh,306.507115,0.551353329,183.0728147
15-04-2022,Andhra Pradesh,316.423166,0.553590143,165.7258056
16-04-2022,Andhra Pradesh,317.7422693,0.481412596,156.1477005
17-04-2022,Andhra Pradesh,335.8086781,0.502210383,157.1354178
18-04-2022,Andhra Pradesh,326.9818882,0.524695466,173.2911813
19-04-2022,Andhra Pradesh,323.2434333,0.498131912,163.6041996
20-04-2022,Andhra Pradesh,334.1849068,0.590933747,156.6691665
21-04-2022,Andhra Pradesh,342.0028839,0.535115216,127.0686142
22-04-2022,Andhra Pradesh,329.8459687,0.547310358,207.912777
23-04-2022,Andhra Pradesh,324.6372394,0.543710532,124.6101826
24-04-2022,Andhra Pradesh,327.1652207,0.569240161,140.422983
25-04-2022,Andhra Pradesh,339.7269872,0.519617546,113.5792722
26-04-2022,Andhra Pradesh,333.9981688,0.445724871,157.4498009
27-04-2022,Andhra Pradesh,346.7803391,0.530550866,149.6960465
28-04-2022,Andhra Pradesh,315.1483638,0.477998624,161.9793665
29-04-2022,Andhra Pradesh,321.3268956,0.484135634,111.8925251
30-04-2022,Andhra Pradesh,346.8767654,0.539884669,168.9319511
01-05-2022,Andhra Pradesh,320.8897819,0.572480622,130.5251297
02-05-2022,Andhra Pradesh,356.9562007,0.511630047,143.6937337
03-05-2022,Andhra Pradesh,357.3058289,0.526008119,165.3052631
04-05-2022,Andhra Pradesh,357.0933162,0.595677216,151.8991714
05-05-2022,Andhra Pradesh,319.5893678,0.522604127,153.3126889
06-05-2022,Andhra Pradesh,335.388708,0.640650624,162.6574141
07-05-2022,Andhra Pradesh,325.9783054,0.538841951,155.2496505
08-05-2022,Andhra Pradesh,349.3521243,0.42252833,139.8516797
09-05-2022,Andhra Pradesh,362.278923,0.548233549,143.3444552
10-05-2022,Andhra Pradesh,348.5341667,0.529624388,150.9114113
11-05-2022,Andhra Pradesh,334.270823,0.575054106,128.7627158
12-05-2022,Andhra Pradesh,328.0885429,0.544225536,166.5940109
13-05-2022,Andhra Pradesh,344.8298724,0.503643669,152.4469163
14-05-2022,Andhra Pradesh,313.942528,0.449351557,148.1693631
15-05-2022,Andhra Pradesh,342.9694858,0.500115306,170.5237689
16-05-2022,Andhra Pradesh,319.0275409,0.468040446,144.2715649
17-05-2022,Andhra Pradesh,344.3589869,0.481540296,143.0254178
18-05-2022,Andhra Pradesh,331.4644746,0.539995389,136.9812624
19-05-2022,Andhra Pradesh,327.7135787,0.594061694,153.5351779
20-05-2022,Andhra Pradesh,319.5089871,0.530300045,152.8428399
21-05-2022,Andhra Pradesh,328.2336484,0.450772315,133.3481537
22-05-2022,Andhra Pradesh,343.295951,0.532796602,143.1199582
23-05-2022,Andhra Pradesh,351.3436414,0.570398043,133.4817923
24-05-2022,Andhra Pradesh,342.806336,0.480077323,132.5764686
25-05-2022,Andhra Pradesh,356.624069,0.50386561,112.0758811
26-05-2022,Andhra Pradesh,376.0161261,0.511300878,142.0556326
27-05-2022,Andhra Pradesh,328.7658405,0.471321553,112.6295724
28-05-2022,Andhra Pradesh,330.7231405,0.54298049,137.417524
29-05-2022,Andhra Pradesh,310.3592574,0.504519061,134.4199448
30-05-2022,Andhra Pradesh,353.766941,0.531543091,167.7117389
31-05-2022,Andhra Pradesh,355.5599887,0.46619186,126.3751416
01-06-2022,Andhra Pradesh,319.8120297,0.488693553,131.45011
02-06-2022,Andhra Pradesh,344.3110153,0.546685536,139.0433549
03-06-2022,Andhra Pradesh,354.2016095,0.491924811,135.0709647
04-06-2022,Andhra Pradesh,337.8536978,0.596914661,174.0589337
05-06-2022,Andhra Pradesh,348.1020649,0.490584659,123.9024903
06-06-2022,Andhra Pradesh,337.004686,0.521800705,139.0857477
07-06-2022,Andhra Pradesh,314.0418356,0.55719601,153.3151427
08-06-2022,Andhra Pradesh,351.4341733,0.439648182,164.2975046
09-06-2022,Andhra Pradesh,355.9841847,0.422526028,139.0690066
10-06-2022,Andhra Pradesh,346.2392089,0.434283653,108.3118457
11-06-2022,Andhra Pradesh,318.3707365,0.573695674,143.6717533
12-06-2022,Andhra Pradesh,321.7254808,0.482973561,173.7144072
13-06-2022,Andhra Pradesh,315.4678784,0.638476433,152.3175859
14-06-2022,Andhra Pradesh,346.8245677,0.482354088,151.402195
15-06-2022,Andhra Pradesh,355.0483684,0.519794034,125.4134779
16-06-2022,Andhra Pradesh,341.1239643,0.587671966,123.3604059
17-06-2022,Andhra Pradesh,349.6387785,0.610871113,147.0346707
18-06-2022,Andhra Pradesh,319.8038633,0.613641647,118.1462593
19-06-2022,Andhra Pradesh,336.5266619,0.57098478,162.3010822
20-06-2022,Andhra Pradesh,311.5170689,0.561769595,129.7409127
21-06-2022,Andhra Pradesh,321.3855589,0.540192816,146.1806921
22-06-2022,Andhra Pradesh,348.6180549,0.549484522,108.9584993
23-06-2022,Andhra Pradesh,330.1666319,0.483007183,138.7978003
24-06-2022,Andhra Pradesh,354.0747438,0.469656524,122.9566268
25-06-2022,Andhra Pradesh,342.9962814,0.510397746,100.2347094
26-06-2022,Andhra Pradesh,379.2379069,0.502057237,157.5106795
27-06-2022,Andhra Pradesh,335.6670709,0.487905066,179.4970285
28-06-2022,Andhra Pradesh,310.9142544,0.545385841,169.2633095
29-06-2022,Andhra Pradesh,333.550202,0.558331729,160.3076515
30-06-2022,Andhra Pradesh,318.2301835,0.514986813,138.3914144
01-07-2022,Andhra Pradesh,318.4031012,0.584442972,162.7916423
02-07-2022,Andhra Pradesh,304.3751022,0.453482013,171.1509017
03-07-2022,Andhra Pradesh,301.6863239,0.500883495,149.4102743
04-07-2022,Andhra Pradesh,301.8834154,0.474725352,122.9866343
05-07-2022,Andhra Pradesh,314.8505135,0.417239638,136.6861517
06-07-2022,Andhra Pradesh,296.9584677,0.506432434,180.7277675
07-07-2022,Andhra Pradesh,315.4011481,0.504479093,145.1789544
08-07-2022,Andhra Pradesh,319.4289687,0.586238956,80.17872332
09-07-2022,Andhra Pradesh,298.6132755,0.542107053,117.2953684
10-07-2022,Andhra Pradesh,289.8547019,0.459357127,138.1848637
11-07-2022,Andhra Pradesh,296.0509214,0.603271097,167.3903425
12-07-2022,Andhra Pradesh,314.3970398,0.571618153,141.2113907
13-07-2022,Andhra Pradesh,305.1325843,0.539671354,167.7624708
14-07-2022,Andhra Pradesh,313.1965253,0.499242263,136.1505906
15-07-2022,Andhra Pradesh,330.1894633,0.462594507,107.3879873
16-07-2022,Andhra Pradesh,307.209707,0.49195613,136.8426145
17-07-2022,Andhra Pradesh,291.6113478,0.565003899,153.5727377
18-07-2022,Andhra Pradesh,319.6067538,0.604795784,151.9128447
19-07-2022,Andhra Pradesh,304.5158141,0.587728645,121.5716827
20-07-2022,Andhra Pradesh,316.8321086,0.486123997,139.6499137
21-07-2022,Andhra Pradesh,319.7383793,0.454585597,200.3673225
22-07-2022,Andhra Pradesh,289.3602797,0.517610781,122.0084612
23-07-2022,Andhra Pradesh,324.4754703,0.4221445,159.8883056
24-07-2022,Andhra Pradesh,317.3222306,0.526724854,104.7403237
25-07-2022,Andhra Pradesh,294.6868356,0.503186339,163.9496742
26-07-2022,Andhra Pradesh,308.312138,0.487264643,128.8273299
27-07-2022,Andhra Pradesh,307.6035136,0.430831315,154.7156029
28-07-2022,Andhra Pradesh,304.1043784,0.536246474,120.8433257
29-07-2022,Andhra Pradesh,316.824111,0.483931426,152.4908937
30-07-2022,Andhra Pradesh,325.3057461,0.452070627,128.5008318
31-07-2022,Andhra Pradesh,303.8549968,0.366953358,132.3728741
01-08-2022,Andhra Pradesh,323.7086211,0.509190723,155.5135578
02-08-2022,Andhra Pradesh,318.5684403,0.599179048,138.0661282
03-08-2022,Andhra Pradesh,307.2298436,0.593629429,154.2814667
04-08-2022,Andhra Pradesh,306.388115,0.487711656,142.8570113
05-08-2022,Andhra Pradesh,286.4569206,0.480455865,148.0237113
06-08-2022,Andhra Pradesh,281.2338753,0.534005181,155.5755671
07-08-2022,Andhra Pradesh,306.2207432,0.460647196,139.6734686
08-08-2022,Andhra Pradesh,290.9064674,0.525656063,126.752842
09-08-2022,Andhra Pradesh,303.1508591,0.548870482,136.0275924
10-08-2022,Andhra Pradesh,295.7254601,0.57191313,170.5766213
11-08-2022,Andhra Pradesh,276.9179536,0.505558765,148.9972994
12-08-2022,Andhra Pradesh,309.1049693,0.500382781,129.7758686
13-08-2022,Andhra Pradesh,297.5274241,0.466667339,154.7050499
14-08-2022,Andhra Pradesh,304.9483819,0.469222451,156.0401494
15-08-2022,Andhra Pradesh,290.3485971,0.499242524,157.0738192
16-08-2022,Andhra Pradesh,298.7231425,0.528934744,127.1170937
17-08-2022,Andhra Pradesh,327.1511033,0.5562457,133.0260178
18-08-2022,Andhra Pradesh,305.6736662,0.470407521,133.1372534
19-08-2022,Andhra Pradesh,311.9890464,0.585200897,139.4608795
20-08-2022,Andhra Pradesh,284.6823241,0.497010288,157.4522214
21-08-2022,Andhra Pradesh,339.5809405,0.509498104,152.5975338
22-08-2022,Andhra Pradesh,331.3966076,0.473205884,154.1781769
23-08-2022,Andhra Pradesh,324.1969336,0.389354455,173.7542206
24-08-2022,Andhra Pradesh,316.1768909,0.554768738,160.4516564
25-08-2022,Andhra Pradesh,303.9725504,0.547408663,143.8378052
26-08-2022,Andhra Pradesh,310.3765114,0.496500091,122.9961342
27-08-2022,Andhra Pradesh,319.4656973,0.513916004,132.3828975
28-08-2022,Andhra Pradesh,294.316855,0.536363429,141.4397364
29-08-2022,Andhra Pradesh,297.07792,0.432439176,163.2564343
30-08-2022,Andhra Pradesh,278.7084158,0.484113835,146.127199
31-08-2022,Andhra Pradesh,292.168115,0.550279702,133.5499186
01-09-2022,Andhra Pradesh,328.6649271,0.447851997,132.01598
02-09-2022,Andhra Pradesh,298.7316948,0.525244365,145.2822735
03-09-2022,Andhra Pradesh,298.9776976,0.442737378,164.473589
04-09-2022,Andhra Pradesh,308.5119067,0.533887968,178.4942238
05-09-2022,Andhra Pradesh,279.5619916,0.508784394,142.5584658
06-09-2022,Andhra Pradesh,317.9261265,0.429809878,145.7789741
07-09-2022,Andhra Pradesh,322.741504,0.568803436,122.3950036
08-09-2022,Andhra Pradesh,309.4048452,0.47383689,185.4576891
09-09-2022,Andhra Pradesh,328.515666,0.470053847,118.653781
10-09-2022,Andhra Pradesh,283.8429247,0.520594928,170.107084
11-09-2022,Andhra Pradesh,331.4011382,0.567998336,139.3671187
12-09-2022,Andhra Pradesh,292.7842801,0.459775377,134.6865078
13-09-2022,Andhra Pradesh,284.5466052,0.513650461,124.4737663
14-09-2022,Andhra Pradesh,300.1845218,0.532007293,194.8748107
15-09-2022,Andhra Pradesh,331.8254864,0.545221749,151.1036702
16-09-2022,Andhra Pradesh,303.4537691,0.519388546,147.0994465
17-09-2022,Andhra Pradesh,289.7565263,0.492215076,164.4084849
18-09-2022,Andhra Pradesh,284.3212641,0.469186957,133.6571832
19-09-2022,Andhra Pradesh,302.1686236,0.514873663,146.7107568
20-09-2022,Andhra Pradesh,273.8209776,0.456959518,147.8005635
21-09-2022,Andhra Pradesh,284.2425086,0.364498944,136.4309231
22-09-2022,Andhra Pradesh,326.891416,0.532394459,170.6665993
23-09-2022,Andhra Pradesh,323.5943583,0.55576321,142.3007495
24-09-2022,Andhra Pradesh,301.819219,0.392419847,115.6111967
25-09-2022,Andhra Pradesh,296.7604296,0.460079933,140.6438904
26-09-2022,Andhra Pradesh,304.6230347,0.541524181,151.6574112
27-09-2022,Andhra Pradesh,338.9653551,0.613441242,128.803973
28-09-2022,Andhra Pradesh,309.8200338,0.511606154,130.3819419
29-09-2022,Andhra Pradesh,317.3914738,0.474166321,135.748657
30-09-2022,Andhra Pradesh,300.7085383,0.501421646,171.0985509
01-10-2022,Andhra Pradesh,304.6588503,0.579310289,136.9306773
02-10-2022,Andhra Pradesh,313.4528416,0.478268259,175.2561781
03-10-2022,Andhra Pradesh,305.6368236,0.470606868,134.374829
04-10-2022,Andhra Pradesh,275.2847465,0.486429292,153.1741204
05-10-2022,Andhra Pradesh,322.9535126,0.462900038,137.7489842
06-10-2022,Andhra Pradesh,294.518396,0.516699984,161.7555011
07-10-2022,Andhra Pradesh,335.4151658,0.591800391,124.3083546
08-10-2022,Andhra Pradesh,314.0481289,0.526720432,161.5310273
09-10-2022,Andhra Pradesh,304.8099874,0.497948793,148.9512257
10-10-2022,Andhra Pradesh,310.3353083,0.495975905,133.8740014
11-10-2022,Andhra Pradesh,302.1179329,0.432406928,143.349408
12-10-2022,Andhra Pradesh,296.4489097,0.554721957,177.3509365
13-10-2022,Andhra Pradesh,306.8593751,0.506674609,149.4307278
14-10-2022,Andhra Pradesh,317.0202582,0.501542473,132.6192774
15-10-2022,Andhra Pradesh,296.777455,0.670221847,122.5799721
16-10-2022,Andhra Pradesh,294.4118437,0.525504114,156.7819232
17-10-2022,Andhra Pradesh,298.4130716,0.472976916,150.5907427
18-10-2022,Andhra Pradesh,318.0255676,0.489248589,160.5742516
19-10-2022,Andhra Pradesh,325.5336549,0.567988754,117.4293429
20-10-2022,Andhra Pradesh,309.1756099,0.516229989,123.2286287
21-10-2022,Andhra Pradesh,312.4651132,0.43865257,169.6114217
22-10-2022,Andhra Pradesh,294.2998883,0.556527915,153.3006707
23-10-2022,Andhra Pradesh,316.8967209,0.477159264,157.3418547
24-10-2022,Andhra Pradesh,312.0214563,0.604231357,127.4200971
25-10-2022,Andhra Pradesh,293.0934818,0.564568872,127.0540938
26-10-2022,Andhra Pradesh,276.930327,0.488200374,166.4990109
27-10-2022,Andhra Pradesh,285.4368496,0.574617287,167.4413908
28-10-2022,Andhra Pradesh,293.7073603,0.513959244,124.907448
29-10-2022,Andhra Pradesh,321.174461,0.553205152,121.0864278
30-10-2022,Andhra Pradesh,327.0382978,0.534803109,144.5019783
31-10-2022,Andhra Pradesh,297.1526331,0.468248636,130.6868687
01-11-2022,Andhra Pradesh,297.6266709,0.478388977,130.2703001
02-11-2022,Andhra Pradesh,307.669747,0.562064509,121.6462728
03-11-2022,Andhra Pradesh,303.9275988,0.493827702,137.3051608
04-11-2022,Andhra Pradesh,317.7094124,0.490384045,123.5799429
05-11-2022,Andhra Pradesh,295.8975798,0.462810339,124.7658197
06-11-2022,Andhra Pradesh,317.982546,0.531746422,152.6416746
07-11-2022,Andhra Pradesh,300.1570292,0.613692714,145.569873
08-11-2022,Andhra Pradesh,316.5550219,0.457189823,156.3714113
09-11-2022,Andhra Pradesh,299.6797943,0.511777441,113.693169
10-11-2022,Andhra Pradesh,294.5489809,0.581177496,146.8714499
11-11-2022,Andhra Pradesh,332.4301658,0.506584399,188.1865886
12-11-2022,Andhra Pradesh,319.7238074,0.533185058,139.228388
13-11-2022,Andhra Pradesh,276.8647247,0.457446792,163.1688178
14-11-2022,Andhra Pradesh,297.0437985,0.531981823,162.9939747
15-11-2022,Andhra Pradesh,321.819245,0.501209255,163.9778099
16-11-2022,Andhra Pradesh,285.7954942,0.559852968,150.0070715
17-11-2022,Andhra Pradesh,315.3055761,0.569935771,157.9955574
18-11-2022,Andhra Pradesh,313.7512427,0.640044651,160.6541101
19-11-2022,Andhra Pradesh,293.2582025,0.539548127,159.3827583
20-11-2022,Andhra Pradesh,303.6131455,0.526856284,124.3254742
21-11-2022,Andhra Pradesh,272.395135,0.520285684,112.5261481
22-11-2022,Andhra Pradesh,330.3018739,0.492908154,115.6021668
23-11-2022,Andhra Pradesh,299.1090136,0.527490661,141.2706379
24-11-2022,Andhra Pradesh,315.802597,0.495796398,158.5523724
25-11-2022,Andhra Pradesh,312.9530213,0.518989517,124.5856122
26-11-2022,Andhra Pradesh,324.113613,0.576446345,165.1532469
27-11-2022,Andhra Pradesh,297.2458501,0.46023934,136.6283342
28-11-2022,Andhra Pradesh,306.8027421,0.567560396,136.8187335
29-11-2022,Andhra Pradesh,312.1320392,0.576422222,129.9516978
30-11-2022,Andhra Pradesh,316.8335251,0.504663042,108.9781105
01-12-2022,Andhra Pradesh,288.9546446,0.404473723,151.2601203
02-12-2022,Andhra Pradesh,266.9262077,0.480175369,180.927192
03-12-2022,Andhra Pradesh,264.4037906,0.575416196,145.4205472
04-12-2022,Andhra Pradesh,291.7323645,0.509423065,109.6612049
05-12-2022,Andhra Pradesh,245.8703359,0.460601357,162.280694
06-12-2022,Andhra Pradesh,294.5662969,0.485327722,114.1778779
07-12-2022,Andhra Pradesh,269.2894838,0.55259747,122.4931498
08-12-2022,Andhra Pradesh,273.3092629,0.537903147,141.9070743
09-12-2022,Andhra Pradesh,264.159236,0.498619863,149.1307065
10-12-2022,Andhra Pradesh,272.720222,0.492225248,126.5005577
11-12-2022,Andhra Pradesh,290.5312271,0.490978561,141.1275166
12-12-2022,Andhra Pradesh,283.7775129,0.464445959,160.9770857
13-12-2022,Andhra Pradesh,280.0221286,0.591335253,163.7174154
14-12-2022,Andhra Pradesh,274.5706467,0.494450445,171.7029662
15-12-2022,Andhra Pradesh,253.8551264,0.571424394,184.8622108
16-12-2022,Andhra Pradesh,261.9750127,0.586632271,162.8716242
17-12-2022,Andhra Pradesh,268.7376444,0.560482013,142.3391074
18-12-2022,Andhra Pradesh,279.5494932,0.488985453,163.8601135
19-12-2022,Andhra Pradesh,274.311172,0.530752973,156.0081624
20-12-2022,Andhra Pradesh,286.6481692,0.509356688,156.8011773
21-12-2022,Andhra Pradesh,279.7648308,0.465381375,150.2182134
22-12-2022,Andhra Pradesh,274.1045939,0.526784433,128.4327557
23-12-2022,Andhra Pradesh,304.0936386,0.451614479,126.1119096
24-12-2022,Andhra Pradesh,278.8549213,0.569950438,144.7314737
25-12-2022,Andhra Pradesh,267.5396413,0.487335604,149.6520392
26-12-2022,Andhra Pradesh,298.4804157,0.520624451,133.0850193
27-12-2022,Andhra Pradesh,289.576417,0.524730862,155.1406767
28-12-2022,Andhra Pradesh,297.8880462,0.49762122,188.2891558
29-12-2022,Andhra Pradesh,271.8732799,0.539901158,111.7872233
30-12-2022,Andhra Pradesh,286.5510343,0.486821286,158.3187273
31-12-2022,Andhra Pradesh,253.7573934,0.554131333,145.3543453
01-01-2023,Andhra Pradesh,283.9549476,0.443267484,155.6869488
02-01-2023,Andhra Pradesh,271.2415876,0.516885447,138.0595437
03-01-2023,Andhra Pradesh,255.0775787,0.607512918,143.75264
04-01-2023,Andhra Pradesh,287.3109665,0.460549902,149.2638467
05-01-2023,Andhra Pradesh,248.9340882,0.47667922,140.64116
06-01-2023,Andhra Pradesh,247.5493231,0.536261861,116.2630114
07-01-2023,Andhra Pradesh,278.2642933,0.519545558,141.9955371
08-01-2023,Andhra Pradesh,281.0840525,0.528097973,118.3451652
09-01-2023,Andhra Pradesh,286.4729326,0.535025825,159.7376999
10-01-2023,Andhra Pradesh,283.3873618,0.542302542,109.3629357
11-01-2023,Andhra Pradesh,293.3057525,0.566051461,167.2469253
12-01-2023,Andhra Pradesh,282.8241409,0.531057401,155.2650977
13-01-2023,Andhra Pradesh,271.5848186,0.498503586,155.34161
14-01-2023,Andhra Pradesh,272.377111,0.544195153,103.3876404
15-01-2023,Andhra Pradesh,269.560875,0.605560565,140.101849
16-01-2023,Andhra Pradesh,277.3598076,0.503934781,169.7451063
17-01-2023,Andhra Pradesh,258.5566918,0.461840003,136.3016781
18-01-2023,Andhra Pradesh,277.9733108,0.565920502,125.1125947
19-01-2023,Andhra Pradesh,272.2042787,0.50454741,133.9404358
20-01-2023,Andhra Pradesh,277.0919357,0.401932991,145.3082853
21-01-2023,Andhra Pradesh,277.133622,0.552937552,129.6464287
22-01-2023,Andhra Pradesh,240.265289,0.483800059,171.3501824
23-01-2023,Andhra Pradesh,261.2033945,0.506039804,145.3804871
24-01-2023,Andhra Pradesh,271.9043741,0.527165485,135.5624508
25-01-2023,Andhra Pradesh,272.6218141,0.520091452,120.6469672
26-01-2023,Andhra Pradesh,276.8726167,0.546039059,156.3627698
27-01-2023,Andhra Pradesh,277.452563,0.48879215,155.9071636
28-01-2023,Andhra Pradesh,293.8400109,0.536221758,130.8296596
29-01-2023,Andhra Pradesh,277.5890506,0.497589135,101.9472572
30-01-2023,Andhra Pradesh,269.145041,0.547506992,154.8890815
31-01-2023,Andhra Pradesh,251.7826942,0.541334843,142.9377699
01-02-2023,Andhra Pradesh,254.8948945,0.463794533,153.3952611
02-02-2023,Andhra Pradesh,280.6000005,0.564865574,185.8173284
03-02-2023,Andhra Pradesh,287.6868931,0.483768296,146.1372008
04-02-2023,Andhra Pradesh,294.1793695,0.550969358,136.3970654
05-02-2023,Andhra Pradesh,262.1943045,0.528930834,123.7273984
